OBJECTID,Id,Lake_type,AREA,PERCENTAGE
138,55681,1,4.937996620041262,0.159928434677205
139,55682,1,1.602300038890211,0.051894190462365
140,55683,1,9.352906827785016,0.302915506782365
141,55684,1,1.276486741356217,0.041341973707062
142,55685,1,10.810887266730564,0.350135573406995
143,56370,1,13.772261044241601,0.446046508381977
144,56371,1,44.356132498412641,1.436575879783929
145,56372,1,112.724331130345107,3.650838024988442
146,56373,1,50.409461210513477,1.632626922343124
147,56374,1,38.148188925816328,1.235517277576654
148,56375,1,140.637863927176937,4.554882306507380
149,56376,1,4.330103428916891,0.140240408542704
150,56377,1,1.919259072532693,0.062159641414986
151,56378,1,0.540455141729007,0.017503889022355
152,56379,1,8.979182868248165,0.290811592493011
153,56380,1,15.148613369284732,0.490622859855187
154,56381,1,18.956541556652343,0.613951416196690
155,56382,1,8.779252101720866,0.284336372480759
156,57090,1,57.334240426649551,1.856901903825924
157,57091,1,53.480368242802911,1.732085344959291
158,57092,1,121.349268555602777,3.930176559974879
159,57093,1,22.821606202792623,0.739130468825984
160,57094,1,535.500180692541562,17.343411155838957
161,57095,1,692.396151627485551,22.424849838268880
162,57096,1,883.612028360027352,28.617818000124224
163,57097,1,15.674100194403248,0.507641965344975
164,57098,1,1.590910331240032,0.051525308452902
165,57099,1,0.002000326849822,0.000064785208770
166,57100,1,2.600073570888636,0.084209392641163
167,57101,1,5.086410343725298,0.164735156175772
168,57102,1,2.376335067702357,0.076963104045829
169,57104,1,1.588985880117748,0.051462980654954
170,57809,1,4.857429093133999,0.157319069087161
171,57810,1,56.306751027587282,1.823624284604290
172,57811,1,63.248621407434150,2.048452802929944
173,57812,1,76.474843821255305,2.476814588102108
174,57813,1,39.775649466128002,1.288226349035838
175,57814,1,105.685854647358468,3.422880694708421
176,57815,1,811.072608702211483,26.268461220254569
177,57816,1,891.509582734819446,28.873598553681600
178,57817,1,15.585600860382495,0.504775709847255
179,57818,1,14.905736091128219,0.482756717793326
180,57819,1,1.027995407785742,0.033294007483779
181,57820,1,1.000682725453458,0.032409423133415
182,57821,1,0.397949931484168,0.012888528388995
183,57822,1,0.780928285502033,0.025292167635070
184,57823,1,1.281729879592128,0.041511784858301
185,57824,1,20.439558638511134,0.661982352374052
186,57825,1,11.036569153230747,0.357444802963063
187,58099,1,6.822884559139370,0.220974887487330
188,58100,1,2.783274986594366,0.090142793957307
189,58529,1,5.299714969646729,0.171643519538065
190,58530,1,58.193400875150346,1.884727800892689
191,58531,1,104.879255514311765,3.396757117337671
192,58532,1,100.127274992551193,3.242853243977914
193,58533,1,154.717556344311305,5.010885690525491
194,58534,1,4.855314826235355,0.157250593666538
195,58535,1,179.748284895000154,5.821563692955603
196,58536,1,325.132324619816131,10.530161873414494
197,58537,1,26.226732374316505,0.849413350810955
198,58538,1,34.750828083975584,1.125485893742964
199,58539,1,8.405246568805630,0.272223338786692
200,58540,1,0.227712320936009,0.007374989868605
201,58542,1,7.243527068245875,0.234598367456324
202,58543,1,3.032749189758066,0.098222592684261
203,58544,1,12.193679668456930,0.394920501649773
204,58545,1,61.521736229631351,1.992523634766406
205,58818,1,17.308422547454686,0.560573272470758
206,58819,1,78.512537989900522,2.542810023866414
207,58820,1,86.777613941985194,2.810493613227411
208,58821,1,64.610025128501192,2.092545009309817
209,58822,1,6.450228558289761,0.208905561508640
210,59249,1,20.086544492001234,0.650549173250133
211,59250,1,79.159281946852943,2.563756321855472
212,59251,1,77.268056907698551,2.502504627411871
213,59252,1,69.745281710753602,2.258862163827954
214,59253,1,73.254680484144359,2.372522155049617
215,59254,1,114.659289066728761,3.713506110397032
216,59255,1,819.229163478820851,26.532630100502026
217,59256,1,224.143391093723778,7.259401826111481
218,59257,1,32.482673968041375,1.052026479879496
219,59258,1,515.639754910479269,16.700185359681676
220,59259,1,4.290131072021056,0.138945811368869
221,59260,1,0.209944245900940,0.006799529687840
222,59262,1,1.741262389535977,0.056394807398319
223,59263,1,4.694657452532923,0.152047333261033
224,59264,1,8.523483113812535,0.276052702599509
225,59265,1,6.576434605782819,0.212993036080908
226,59266,1,1.979228540460195,0.064101891252733
227,59538,1,10.656437809363000,0.345133370721540
228,59539,1,10.651141977101027,0.344961852952464
229,59540,1,0.776224278146430,0.025139817483586
230,59969,1,4.474176588678844,0.144906550845478
231,59970,1,87.829813504829431,2.844571528220458
232,59971,1,45.475567455017107,1.472831368417941
233,59972,1,58.183388574088482,1.884403529379451
234,59973,1,54.406573092482539,1.762082629930795
235,59974,1,66.485537939801560,2.153287826935684
236,59975,1,194.664949045638906,6.304674341216295
237,59976,1,61.648500588331451,1.996629191537646
238,59977,1,105.865911123962178,3.428712239902246
239,59978,1,163.067890873976580,5.281330575995912
240,59979,1,3.477349888974346,0.112622014019113
241,59980,1,1.001737040233029,0.032443569554591
242,59981,1,5.349616376566345,0.173259691947835
243,59982,1,0.508375430693946,0.016464913428506
244,59983,1,2.499763703516879,0.080960625720924
245,59984,1,2.876877590865617,0.093174330658254
246,59985,1,1.974011439313414,0.063932923372810
247,59986,1,1.085884825873355,0.035168890099444
248,59987,1,46.325380103720541,1.500354515380908
249,59988,1,20.918467932024949,0.677492936839254
250,60690,1,9.793288262634340,0.317178277487899
251,60691,1,36.855339881711025,1.193645372873739
252,60692,1,98.318828690713630,3.184282530284666
253,60693,1,49.909260285943809,1.616426759190754
254,60694,1,22.740495514883847,0.736503511711393
255,60695,1,21.279068796125728,0.689171829348986
256,60696,1,185.305853260397242,6.001558390740974
257,60697,1,57.429043189219698,1.859972310427537
258,60698,1,27.488106667697124,0.890265872958032
259,60699,1,5.543211605855697,0.179529720942095
260,60700,1,1.528255007176072,0.049496070955842
261,60701,1,4.582927157964912,0.148428689407822
262,60702,1,5.449321726180734,0.176488880163164
263,60703,1,1.821808747527509,0.059003487384096
264,60704,1,0.441490275524139,0.014298683073864
265,60705,1,0.520070704215207,0.016843691895017
266,60706,1,8.460881421385732,0.274025202086987
267,60707,1,26.485870358616697,0.857806133427763
268,60708,1,28.698077608747965,0.929453578721498
269,60709,1,4.079325598722651,0.132118388841043
270,61412,1,54.715455754676164,1.772086508925581
271,61413,1,30.567237908904460,0.989990655590195
272,61414,1,53.076942728743710,1.719019477171841
273,61415,1,55.798903347342176,1.807176463593961
274,61416,1,303.588012595743464,9.832399529020980
275,61417,1,289.462380542623976,9.374908283702412
276,61418,1,25.511884152770655,0.826261338790612
277,61419,1,2.516302211684807,0.081496263536563
278,61420,1,2.474366989714494,0.080138094440146
279,61421,1,10.748166821262341,0.348104226802730
280,61422,1,4.371291438937646,0.141574377452961
281,61423,1,1.666160618639827,0.053962462950743
282,61424,1,5.786539797078214,0.187410466865880
283,61425,1,1.066602337871047,0.034544382154182
284,61426,1,3.622871023488325,0.117335052331213
285,61427,1,6.880280652684427,0.222833792647368
286,61428,1,45.026495119207425,1.458287122795862
287,61429,1,33.113408435496062,1.072454273545371
288,62129,1,1.267830569035318,0.041061623557781
289,62130,1,5.429279882125695,0.175839778716889
290,62131,1,99.022766172819772,3.207081172788174
291,62132,1,135.397109437136180,4.385148358388000
292,62133,1,213.886923956739025,6.927222430143716
293,62134,1,58.938972810206458,1.908874871392664
294,62135,1,596.560829020592678,19.321001393111928
295,62136,1,345.190645623113596,11.179796963744600
296,62137,1,157.098110272802330,5.087985432129822
297,62138,1,447.877922460142031,14.505561784878390
298,62139,1,6.055248176044129,0.196113208835823
299,62140,1,0.902991202217064,0.029245457340280
300,62141,1,1.535064332668758,0.049716606701621
301,62142,1,2.774359423775507,0.089854042847170
302,62143,1,6.063686750464294,0.196386511574113
303,62145,1,0.636945125527538,0.020628940183447
304,62146,1,6.452767553589097,0.208987792740275
305,62616,1,0.144911961758932,0.004693308844330
306,62618,1,0.434761793024451,0.014080765615282
307,62619,1,0.555371581135906,0.017986992391770
308,62850,1,32.440483956636697,1.050660058838303
309,62851,1,100.598931521143115,3.258128930886416
310,62852,1,272.362651457348875,8.821094031397504
311,62853,1,19.450564127198422,0.629951479072792
312,62854,1,24.931034674677854,0.807449185813950
313,62855,1,27.763719532190031,0.899192232651426
314,62856,1,105.531057735197408,3.417867238896340
315,62857,1,863.027735534620774,27.951148096555723
316,62858,1,251.701931270086220,8.151948851054094
317,62859,1,0.279727569694407,0.009059623932450
318,62860,1,0.899811419569210,0.029142472729189
319,62863,1,0.887474624899013,0.028742917117398
320,62865,1,2.499523193198004,0.080952836238310
321,63334,1,11.658705695284405,0.377594132940794
322,63335,1,81.021601284678738,2.624071838346262
323,63336,1,5.258894017706250,0.170321438652190
324,63337,1,4.926759341516975,0.159564489437322
325,63338,1,0.247069893087018,0.008001929587579
326,63339,1,0.084280463064644,0.002729617609922
327,63340,1,1.883858848715352,0.061013123339345
328,63341,1,7.808243427821786,0.252888012098250
329,63571,1,5.776102864096379,0.187072442666382
330,63572,1,20.768038630949945,0.672620936207890
331,63573,1,25.415189085135939,0.823129645515435
332,63574,1,18.485903909279163,0.598708728111592
333,63575,1,80.377760929792714,2.603219580221777
334,63576,1,79.311758482138927,2.568694626898922
335,63577,1,29.855917229052736,0.966952891161498
336,63578,1,1.644429804264423,0.053258660296603
337,63579,1,2.222008443922257,0.071964879610033
338,63580,1,0.938749836683305,0.030403583373248
339,63581,1,0.816550509061087,0.026445875685497
340,63582,1,138.925274003975431,4.499416123207464
341,63583,1,425.731879892576046,13.788311005938816
342,64054,1,20.963648705676746,0.678956220628941
343,64055,1,132.211800416808615,4.281984762949996
344,64055,3,57.755049690993502,1.870530784548737
345,64056,1,6.370837391621381,0.206334295064078
346,64056,3,80.414921899817656,2.604423124133301
347,64060,1,15.265033665921631,0.494393400266298
348,64060,2,36.102031602609649,1.169247742989364
349,64061,1,2.919441422238162,0.094552858723188
350,64061,2,0.417696748344291,0.013528074697609
351,64062,1,1.035991966070388,0.033552994507804
352,64291,1,0.427114186477003,0.013833080199865
353,64292,1,33.720354548934154,1.092111626379840
354,64293,1,37.513420688124498,1.214958840937624
355,64294,1,5.167465311639478,0.167360308669541
356,64295,1,112.902761029606523,3.656616889715217
357,64296,1,8.368407639889941,0.271030224920887
358,64297,1,17.368351409271057,0.562514207185735
359,64298,1,14.695456356056127,0.475946322513198
360,64299,1,4.394311541489838,0.142319936684885
361,64300,1,3.260174592285468,0.105588290036994
362,64301,1,0.869213354697809,0.028151483671162
363,64302,1,445.435988780064122,14.426474118140145
364,64303,1,464.536155455684536,15.045077165802855
365,64307,1,0.709129184036877,0.022966787771109
366,64774,1,4.196536745580411,0.135914542764600
367,64775,1,19.502288906870174,0.631626705623850
368,64775,3,36.564251830073552,1.184217813473905
369,64776,1,14.551087133674327,0.471270591538135
370,64776,3,459.225412505194583,14.873076479614101
371,64777,1,96.072318569671850,3.111524107225700
372,64778,1,233.204051214081943,7.552852247748048
373,64779,1,0.217434036574059,0.007042103871376
374,64779,2,26.386969343234444,0.854602995435753
375,64780,1,4.815175689319544,0.155950594936246
376,64780,2,6.883971101120495,0.222953316350410
377,64781,2,0.139170705796719,0.004507364999129
378,64782,1,0.577232886603125,0.018695021301548
379,65011,1,4.540288019136543,0.147047722336859
380,65012,1,23.450248380273514,0.759490498844746
381,65013,1,3.144559053859040,0.101843813580720
382,65014,1,12.248283945884186,0.396688987391577
383,65015,1,27.977644394844610,0.906120683813994
384,65016,1,14.413326990645935,0.466808910874762
385,65017,1,160.964705123624668,5.213214043974800
386,65018,1,64.986911922338919,2.104751359298869
387,65019,1,1.525351109216476,0.049402021508085
388,65021,1,2.860899251530073,0.092656835205077
389,65022,1,1.917224186827159,0.062093736937791
390,65023,1,8.148877479436857,0.263920233232516
391,65024,1,2.222899363983083,0.071993734115557
392,65025,1,0.876092592968227,0.028374283703850
393,65026,1,6.486393820273826,0.210076857113690
394,65027,1,4.154938892971439,0.134567300154776
395,65028,1,5.735555604843888,0.185759225950845
396,65029,1,0.294597453392831,0.009541219487634
397,65495,1,3.662963616064346,0.118633543615474
398,65496,1,17.790759616503269,0.576194873369927
399,65496,3,26.409502658800722,0.855332788945934
400,65497,1,120.542653631542535,3.904052471175655
401,65498,1,8.747974328966967,0.283323369511818
402,65499,1,162.013536702084082,5.247182879008476
403,65499,2,11.295946323207829,0.365845332160892
404,65499,3,83.363528647804529,2.699920569346263
405,65500,2,1.782091296663883,0.057717145931328
406,65501,1,0.371111797405055,0.012019313380725
407,65501,2,85.735085648038890,2.776728924632679
408,65502,1,0.250299618387054,0.008106531706903
409,65503,1,5.249673212139390,0.170022801550094
410,65527,1,1.308940950403499,0.042393078284686
411,65732,1,6.349611230682631,0.205646836777987
412,65733,1,8.772216514824695,0.284108508736427
413,65734,1,30.323374488688675,0.982092575038286
414,65735,1,23.537335930535260,0.762311030462104
415,65736,1,60.680484632827103,1.965277757257993
416,65737,1,49.602431136967624,1.606489387968193
417,65738,1,15.381079628608727,0.498151817007175
418,65739,1,1.721976236584182,0.055770180755197
419,65740,1,0.899953896490818,0.029147087173629
420,65741,1,1.786314334866552,0.057853918785038
421,65742,1,1.563588047751558,0.050640413146902
422,65743,1,0.886603991065105,0.028714719628225
423,65744,1,2.347603330417029,0.076032560320678
424,65745,1,4.089248992299953,0.132439780879884
425,65746,1,117.190141334640344,3.795473611136830
426,65747,1,0.728264906825313,0.023586542385673
427,65748,1,16.406626466660285,0.531366521900264
428,65750,1,0.618923950726459,0.020045282781722
429,66217,1,4.892084494871285,0.158441464378089
430,66218,1,8.253642513126806,0.267313291012049
431,66219,1,110.324934860561271,3.573128030607432
432,66219,3,123.632035295364972,4.004109237437972
433,66220,1,81.140504379457596,2.627922789914168
434,66221,1,0.347642809501342,0.011259215959097
435,66221,2,68.669880251350108,2.224032801783849
436,66221,3,170.904795926378853,5.535146861057302
437,66222,1,1.079213233720741,0.034952815166253
438,66223,1,0.605459353877741,0.019609200689475
439,66247,1,9.447863098880457,0.305990885112403
440,66248,1,19.658712205652929,0.636692835726054
441,66452,1,3.886008177930566,0.125857357317118
442,66453,1,3.471550494231953,0.112434187215129
443,66454,1,1.352314193680615,0.043797821025098
444,66455,1,51.325240542039055,1.662286552810712
445,66456,1,13.670956061801537,0.442765512360051
446,66457,1,171.340408653410066,5.549255186137320
447,66458,1,50.336639960554464,1.630268437837501
448,66459,1,3.447846168669984,0.111666467839458
449,66460,1,0.726552793488317,0.023531091637719
450,66461,1,0.737891472676384,0.023898320972485
451,66462,1,0.526679753162096,0.017057741221922
452,66463,1,1.941388337122628,0.062876348800338
453,66464,1,7.587549915186917,0.245740342560393
454,66465,1,1.653742623144512,0.053560277462536
455,66466,1,4.507803697431393,0.145995642491205
456,66467,1,2.552339131561366,0.082663402485799
457,66467,2,24.474979797578644,0.792678794452124
458,66468,1,3.815000438804896,0.123557607551748
459,66468,2,17.686303145243613,0.572811809097939
460,66469,1,0.138008648516061,0.004469729088009
461,66894,1,0.738933786085516,0.023932078701538
462,66939,1,9.334180897575550,0.302309024247703
463,66941,1,16.120199813977720,0.522089932680369
464,66941,3,93.596928076215733,3.031352864251061
465,66942,1,6.820115766445274,0.220885213735891
466,66942,3,110.391967749310666,3.575299045655532
467,66943,1,5.744345769624732,0.186043915755664
468,66944,1,0.206815685532398,0.006698204028664
469,66945,1,170.403675094904031,5.518916904593453
470,66946,1,94.347925319275504,3.055675645891289
471,67172,1,9.422755408839784,0.305177714534224
472,67173,1,37.485112434297200,1.214042012703139
473,67174,1,1.531390219695891,0.049597612060313
474,67175,1,71.272259112269111,2.308316856571304
475,67176,1,175.693190905110697,5.690230100777781
476,67177,1,19.545863520065637,0.633037970194533
477,67177,2,95.430562481374409,3.090739352892450
478,67178,1,20.390654635730211,0.660398483202805
479,67179,1,0.139457653812462,0.004516658473897
480,67180,1,12.285314323701606,0.397888301772598
481,67181,1,1.356780221157192,0.043942463648112
482,67184,1,4.071569645482921,0.131867194367554
483,67185,1,1.100214847110496,0.035633000960931
484,67186,1,2.201927376729795,0.071314507831789
485,67187,1,0.497577003006634,0.016115181387378
486,67190,1,20.131464686891366,0.652004017594298
487,67613,1,2.282260019143604,0.073916266144580
488,67613,3,46.010516730976413,1.490156937250583
489,67614,1,1.869902463865771,0.060561113555927
490,67660,1,1.300454035988529,0.042118209943927
491,67661,1,44.876446569711739,1.453427453684499
492,67662,1,10.773637140898632,0.348929141978579
493,67663,1,36.524231017759838,1.182921646959358
494,67664,1,30.461919746807961,0.986579683468664
495,67666,1,0.328937832204542,0.010653412032944
496,67892,1,15.182564981353826,0.491722461290907
497,67893,1,82.172182536884335,2.661336071757715
498,67895,1,8.083325070936089,0.261797166959384
499,67896,1,32.945914492366114,1.067029595036283
500,67896,2,9.249430801086715,0.299564196473785
501,67897,1,189.399685885112604,6.134146623151658
502,67897,2,7.598086809072476,0.246081604224818
503,67898,1,5.801737578225032,0.187902682137862
504,67902,1,4.891977389604573,0.158437995526453
505,67903,1,0.263016948799706,0.008518411848318
506,67904,1,12.020181557135517,0.389301364275221
507,67905,1,5.788326206656755,0.187468323869352
508,67906,1,0.001138106355550,0.000036860205048
509,67907,1,24.477776036591692,0.792769357116045
510,67908,1,24.771597654932236,0.802285449392174
511,67909,1,13.767585880323457,0.445895092391887
512,67910,1,4.432028052553964,0.143541473077091
513,67912,1,6.421131133295623,0.207963174141755
514,67913,1,44.527317410245715,1.442120098846110
515,68331,1,0.430424091532432,0.013940279125903
516,68332,1,2.480711576869088,0.080343578560607
517,68332,2,3.968277230080416,0.128521830735205
518,68332,3,4.130084658139046,0.133762338309377
519,68333,1,3.525769475152407,0.114190194238951
520,68333,2,295.398002235762760,9.567147112373748
521,68333,3,263.687584204919688,8.540131926083449
522,68334,1,3.300348215712549,0.106889405692668
523,68334,2,7.271567298760954,0.235506515136309
524,68335,1,0.394144691717906,0.012765286903385
525,68335,2,1.018199155529972,0.032976733210522
526,68336,1,0.432545006186702,0.014008969849458
527,68382,1,4.677380490290730,0.151487778903268
528,68383,1,78.797786186921428,2.552048446075717
529,68384,1,9.258815684270706,0.299868147608776
530,68385,1,19.855060960465103,0.643052044009122
531,68613,1,1.705073858765325,0.055222758179831
532,68614,1,2.424170404508909,0.078512361999283
533,68615,1,3.273211187376078,0.106010510302982
534,68616,1,4.524605542190741,0.146539809071057
535,68617,1,126.841365064571150,4.108050800352167
536,68618,1,26.008604156243706,0.842348764267148
537,68620,1,0.241067301590510,0.007807521787025
538,68621,1,0.151581718716641,0.004909324340491
539,68623,1,0.918875323503624,0.029759901324156
540,68624,1,2.950385985144814,0.095555069921014
541,68625,1,0.230858868424668,0.007476898082243
542,68626,1,6.230061445778140,0.201774940655544
543,68627,1,5.927155564331631,0.191964633520532
544,68628,1,8.859455966696375,0.286933960038542
545,68629,1,22.258174238903308,0.720882422307238
546,68630,1,1.851186428613657,0.059954951492331
547,68631,1,0.343965853754735,0.011140129247991
548,68633,1,17.085886041776327,0.553365913343125
549,69052,1,50.109523324606684,1.622912740604161
550,69053,1,61.257060972922773,1.983951514783295
551,69053,2,51.012979370545537,1.652173252982853
552,69054,1,49.892390729666339,1.615880399616872
553,69054,2,64.722376847449112,2.096183779427988
554,69055,1,118.243461058688297,3.829587805139703
555,69056,1,17.660473279915490,0.571975249203773
556,69057,1,1.648075374813851,0.053376730525552
557,69104,1,6.746747326834599,0.218509007228575
558,69105,1,3.189875704986563,0.103311498076539
559,69106,1,5.481508685460481,0.177531329239321
560,69107,1,0.725430965435043,0.023494758643118
561,69108,1,0.374345354126624,0.012124039589491
562,69333,1,0.665013451330672,0.021537997794278
563,69334,1,3.459440642887805,0.112041981687531
564,69335,1,4.707803459608468,0.152473097087058
565,69336,1,49.024736098912271,1.587779398823606
566,69337,1,44.965514988310531,1.456312140301712
567,69338,1,0.124501861820207,0.004032280580042
568,69339,1,0.546491291883944,0.017699383697633
569,69342,1,0.903733849104692,0.029269509676358
570,69343,1,13.076201265613658,0.423503003514856
571,69344,1,9.080302644517218,0.294086590184987
572,69345,1,12.644170086155656,0.409510675131713
573,69346,1,3.176265628008782,0.102870704274036
574,69347,1,1.482765417018732,0.048022785429796
575,69348,1,0.995565740902853,0.032243697760878
576,69349,1,12.551317633161291,0.406503433813836
577,69350,1,3.512253499713801,0.113752448132310
578,69771,1,1.841198681149313,0.059631475204105
579,69771,2,20.750658179878922,0.672058030125190
580,69772,1,11.483310281279648,0.371913547033243
581,69772,2,48.841286473591069,1.581837958665331
582,69773,1,56.638063819894612,1.834354615209863
583,69773,2,2.462486266044130,0.079753309741889
584,69774,1,65.902498608784526,2.134404750510245
585,69774,2,198.920409152575786,6.442497253239273
586,69775,1,1.196906875116372,0.038764595790701
587,69776,1,1.020204213558344,0.033041671649446
588,69777,1,0.373199408510769,0.012086925491878
589,69823,1,0.362897701182609,0.011753280887747
590,69825,1,0.915173716309521,0.029640016218942
591,69826,1,43.728552065983280,1.416250236832875
592,69827,1,0.763449296247795,0.024726070165537
593,69828,2,0.610494147778295,0.019772264127828
594,69829,1,16.247109457545708,0.526200194837879
595,70053,1,0.676408547453809,0.021907054321893
596,70054,1,19.660297341284675,0.636744174007515
597,70055,1,1117.818540263228442,36.203137254468750
598,70056,1,261.779629515085446,8.478338403232136
599,70057,1,209.643785022880536,6.789798567791169
600,70058,1,278.701728772879619,9.026399702984241
601,70059,1,0.366944067881499,0.011884331826433
602,70060,1,0.227741610544069,0.007375938480265
603,70061,1,2.021284247554532,0.065463962538392
604,70062,1,51.481296160414651,1.667340774733039
